distribution,bin_size,log_loss,auc,aic,bic,params,log_loss_rank,auc_rank,aic_rank,bic_rank,avg_rank
LogNormal,7,0.07651775298446997,0.7060809394002936,4.15303550596894,17.24731604153732,"[2.2725241020280933, 1.4159900682664973e-12]",235.0,644.0,279.0,210.0,342.0
Burr_III,190,0.06748862766001242,0.7243971998962925,4.134977255320025,17.48951553384577,"[0.15171226541993965, 0.06893291856310656]",130.0,572.0,202.0,464.0,342.0
Weibull,23,0.08986422504722419,0.760106150937909,4.179728450094449,17.295246756420244,"[2.4422408732637315, 0.07499337409457085]",312.0,434.0,331.0,292.0,342.25
Burr_XII,4,0.07770692477115966,0.7070399462343009,4.155413849542319,17.25047063196694,"[0.2536852870695923, 2.249745548620391]",245.0,628.0,286.0,211.0,342.5
Burr_XII,190,0.06762209089463578,0.7243971998962925,4.135244181789272,17.489782460315016,"[0.044111788839694466, 4.505509801577093]",132.0,572.0,203.0,465.0,343.0
Burr_III,4,0.07772000228481876,0.7070399462343009,4.155440004569638,17.25049678699426,"[0.4756564756800024, 0.37598048635179676]",246.0,628.0,287.0,212.0,343.25
Burr_XII,23,0.08999788298254216,0.760106150937909,4.179995765965084,17.29551407229088,"[0.1147558817834566, 3.489360726084196]",313.0,434.0,332.0,296.0,343.75
Logistic,4,0.077723816093339,0.7070399462343009,4.155447632186678,17.2505044146113,"[0.09887091067962006, 0.46313413417802524]",247.0,628.0,288.0,213.0,344.0
Burr_III,23,0.09004378192038166,0.760106150937909,4.180087563840764,17.29560587016656,"[0.285757920390601, 0.13390561780481025]",315.0,434.0,334.0,297.0,345.0
Logistic,23,0.09014122546118736,0.760106150937909,4.180282450922375,17.29580075724817,"[0.00011182421070897417, 0.2511695513959761]",316.0,434.0,335.0,298.0,345.75
Weibull,46,0.07702958112500018,0.726493951508229,4.15405916225,17.29590618992441,"[2.3318687250189742, 0.08312117793538754]",238.0,566.0,280.0,299.0,345.75
Burr_III,196,0.08490616911765338,0.8370828646419198,4.169812338235307,17.581468558768876,"[0.1534804434472624, 0.06746249159513057]",283.0,238.0,313.0,550.0,346.0
Burr_III,135,0.08621857368298896,0.8026849037487336,4.172437147365978,17.488433283380495,"[0.1541632833368216, 0.06848334857190166]",287.0,319.0,317.0,462.0,346.25
Burr_XII,46,0.07709046442376691,0.726493951508229,4.154180928847534,17.296027956521943,"[0.12981567836054284, 3.3146955997286116]",240.0,566.0,281.0,300.0,346.75
Burr_XII,196,0.08514467807212155,0.8370828646419198,4.170289356144243,17.58194557667781,"[0.044267856848277644, 4.538363308344287]",285.0,238.0,315.0,551.0,347.25
Burr_III,46,0.07712342961328673,0.726493951508229,4.154246859226573,17.296093886900984,"[0.31169473446243423, 0.15292005870546202]",241.0,566.0,282.0,301.0,347.5
Burr_XII,135,0.08650305786688899,0.8026849037487336,4.173006115733778,17.489002251748293,"[0.044741636240309246, 4.5169149417163865]",290.0,319.0,318.0,463.0,347.5
Logistic,46,0.07713919709736552,0.726493951508229,4.154278394194731,17.29612542186914,"[0.000450505646972381, 0.27765559923114486]",242.0,566.0,283.0,302.0,348.25
Burr_III,166,0.08650842779026471,0.826474622770919,4.17301685558053,17.548913079257982,"[0.1539461111635042, 0.06781182133194029]",291.0,259.0,319.0,525.0,348.5
Burr_XII,166,0.08675106440619332,0.826474622770919,4.173502128812387,17.549398352489842,"[0.0444766141580532, 4.531183169522665]",292.0,259.0,320.0,526.0,349.25
Burr_III,139,0.09254199107396542,0.8478406990421778,4.185083982147931,17.54166620566506,"[0.15471049058791347, 0.06774526449908681]",341.0,196.0,354.0,509.0,350.0
Burr_XII,7,0.07828782029317542,0.7060809394002936,4.156575640586351,17.25085617615473,"[0.16672057934819753, 2.907382172707044]",252.0,644.0,291.0,214.0,350.25
Burr_III,7,0.07832935428338927,0.7060809394002936,4.156658708566779,17.250939244135157,"[0.3659332893913299, 0.2109114913917504]",253.0,644.0,292.0,215.0,351.0
Burr_III,171,0.08488054578968,0.8090485695276115,4.16976109157936,17.54059273924074,"[0.15377759122420945, 0.06796647495831722]",281.0,304.0,312.0,507.0,351.0
Logistic,7,0.0783441906396803,0.7060809394002936,4.156688381279361,17.25096891684774,"[0.006275058655190558, 0.3426699036165724]",254.0,644.0,293.0,216.0,351.75
LogNormal,165,0.10975006285131436,0.9984709480122325,4.219500125702629,17.650932380799027,"[0.5888083375159457, 1.4284629053605014e-18]",401.0,11.0,395.0,601.0,352.0
Burr_XII,139,0.09287567332008244,0.8478406990421778,4.185751346640165,17.542333570157293,"[0.0447044437749663, 4.533275814217318]",344.0,196.0,357.0,511.0,352.0
Burr_III,147,0.06327378193483439,0.6869806094182825,4.126547563869669,17.421586470053292,"[0.15146927862861093, 0.07054572434150588]",95.0,715.0,177.0,422.0,352.25
Burr_XII,171,0.08510001970390393,0.8090485695276115,4.170200039407808,17.541031687069186,"[0.04445569912275818, 4.527856001516262]",284.0,304.0,314.0,508.0,352.5
Burr_III,137,0.0907617770193571,0.8243570522431092,4.181523554038714,17.494042033117186,"[0.155049298911148, 0.0683679048841232]",324.0,280.0,342.0,466.0,353.0
Burr_XII,147,0.06337821598345697,0.6869806094182825,4.126756431966914,17.421795338150538,"[0.0443708447355847, 4.472229781490854]",97.0,715.0,179.0,423.0,353.5
Burr_III,143,0.10291674961619858,0.8858173076923078,4.205833499232397,17.60486299565278,"[0.15457269091814738, 0.06670069006695635]",377.0,95.0,378.0,565.0,353.75
Burr_III,149,0.07051173038046399,0.745433789954338,4.141023460760928,17.534043939140712,"[0.15338506784550568, 0.06859826974424699]",162.0,530.0,225.0,499.0,354.0
Burr_XII,137,0.09104173005024539,0.8243570522431092,4.182083460100491,17.49460193917896,"[0.04491222884662612, 4.520543467273697]",325.0,280.0,343.0,468.0,354.0
Burr_XII,149,0.07061715650668964,0.745433789954338,4.1412343130133795,17.534254791393163,"[0.044440100300938215, 4.514597080875403]",163.0,530.0,226.0,500.0,354.75
Burr_XII,143,0.10341783051652328,0.8858173076923078,4.206835661033047,17.60586515745343,"[0.04449911745592339, 4.555060692056608]",379.0,95.0,380.0,566.0,355.0
Burr_III,156,0.09838818927059054,0.8847241867043847,4.196776378541181,17.634103512639086,"[0.1541044816315855, 0.06671787350786344]",363.0,102.0,369.0,587.0,355.25
Logistic,42,0.07122758404109956,0.6615848406546081,4.142455168082199,17.274421879253538,"[0.0004771038126645356, 0.2771617460472588]",176.0,763.0,236.0,248.0,355.75
Burr_XII,156,0.0988421825751315,0.8847241867043847,4.197684365150263,17.63501149924817,"[0.04433293073608153, 4.554475931559636]",364.0,102.0,370.0,589.0,356.25
Burr_XII,42,0.07124537868682924,0.6615848406546081,4.1424907573736585,17.274457468544995,"[0.13129670906914362, 3.2802448846506294]",177.0,763.0,237.0,249.0,356.5
Weibull,30,0.07406074683772114,0.7006607452339688,4.1481214936754425,17.282372614004338,"[2.3935491627360572, 0.07688699485303288]",215.0,681.0,261.0,272.0,357.25
Weibull,42,0.07125319881902814,0.6615848406546081,4.142506397638057,17.274473108809392,"[2.3032919574935433, 0.0844160461961046]",178.0,763.0,238.0,250.0,357.25
Burr_XII,30,0.0741286523459448,0.7006607452339688,4.14825730469189,17.282508425020783,"[0.11738819920777645, 3.4245406694131826]",216.0,681.0,262.0,273.0,358.0
Burr_III,42,0.0712594043403349,0.6615848406546081,4.14251880868067,17.274485519852007,"[0.31226000750494143, 0.15662583189437995]",179.0,763.0,239.0,251.0,358.0
Gamma,42,0.0714243855466517,0.6615848406546081,4.142848771093304,17.27481548226464,"[0.0002308598933004973, 0.01147141912709518]",180.0,763.0,240.0,252.0,358.75
Burr_III,30,0.07416262852954783,0.7006607452339688,4.148325257059096,17.28257637738799,"[0.287673060147994, 0.14028069593851306]",217.0,681.0,263.0,274.0,358.75
Burr_III,175,0.07734829948806358,0.7633754863813229,4.154696598976127,17.521467331536744,"[0.15335787476483484, 0.06849590736795749]",243.0,419.0,284.0,491.0,359.25
Logistic,30,0.07418992770248438,0.7006607452339688,4.1483798554049685,17.282630975733863,"[0.00013993392117657669, 0.2524966035529289]",218.0,681.0,264.0,275.0,359.5
Burr_XII,175,0.07748219552516264,0.7633754863813229,4.154964391050325,17.52173512361094,"[0.04442106705512677, 4.516516002466001]",244.0,419.0,285.0,492.0,360.0
Burr_III,151,0.09237916394886339,0.8442932728647015,4.184758327897727,17.57577178152303,"[0.1545546199839882, 0.06749544719366003]",339.0,210.0,352.0,546.0,361.75
Burr_XII,151,0.09267490102137163,0.8442932728647015,4.185349802042743,17.57636325566805,"[0.04457220337253994, 4.538648145149676]",342.0,210.0,355.0,547.0,363.5
Burr_III,159,0.08202274518464558,0.7786177105831533,4.164045490369292,17.548018453948092,"[0.15363166564172342, 0.0679528387180003]",265.0,372.0,301.0,523.0,365.25
Burr_XII,159,0.08225644397037711,0.7786177105831533,4.164512887940754,17.54848585151956,"[0.0444287287300801, 4.5278914707262405]",266.0,372.0,302.0,524.0,366.0
Burr_III,193,0.10407771789264784,0.8548966756513926,4.2081554357852955,17.622459786464105,"[0.15431393345687677, 0.06662728271862603]",380.0,139.0,381.0,578.0,369.5
Gamma,178,0.12293980377450311,0.9985835694050991,4.245879607549006,17.66876624569994,"[7.091790292114334e-05, 0.0071084493807002415]",443.0,2.0,426.0,611.0,370.5
Burr_XII,193,0.10446519566009511,0.8548966756513926,4.20893039132019,17.623234741999,"[0.04436062066200078, 4.556776387180415]",381.0,139.0,382.0,580.0,370.5
Weibull,178,0.12312683050271414,0.9985835694050991,4.2462536610054284,17.66914029915636,"[2.7551042324559956, 0.0544731311838357]",444.0,2.0,427.0,613.0,371.5
Logistic,178,0.12316159570683084,0.9985835694050991,4.246323191413662,17.669209829564593,"[3.770841600937629e-07, 0.18196665986226418]",445.0,2.0,428.0,614.0,372.25
Burr_III,138,0.07070132118187349,0.7038132807363577,4.141402642363747,17.45218002269902,"[0.1529652786789911, 0.06991796149264645]",164.0,666.0,227.0,435.0,373.0
Burr_XII,138,0.07082321153151573,0.7038132807363577,4.141646423063031,17.452423803398307,"[0.04463123043896465, 4.486621839635793]",166.0,666.0,228.0,436.0,374.0
Gamma,22,0.10055104293907297,0.7591496822266053,4.201102085878146,17.32007429309112,"[0.00015214585068079055, 0.00923672167537702]",367.0,441.0,371.0,329.0,377.0
Weibull,22,0.10105080527234928,0.7591496822266053,4.202101610544698,17.321073817757675,"[2.453470040005446, 0.07558362445691219]",369.0,441.0,372.0,333.0,378.75
Burr_XII,22,0.10118117657621072,0.7591496822266053,4.202362353152421,17.321334560365397,"[0.11662567937566641, 3.4954365570939565]",370.0,441.0,373.0,334.0,379.5
Weibull,50,0.09037835412730288,0.7461273666092942,4.180756708254606,17.34146824100236,"[2.4216145873512556, 0.07840459003026014]",319.0,504.0,338.0,358.0,379.75
Burr_III,22,0.1012260109418102,0.7591496822266053,4.20245202188362,17.321424229096596,"[0.29128709632303157, 0.13351491578280789]",371.0,441.0,374.0,335.0,380.25
Burr_XII,50,0.09045635185534706,0.7461273666092942,4.180912703710694,17.341624236458447,"[0.12114598890698346, 3.4536516892835647]",320.0,504.0,339.0,359.0,380.5
Logistic,22,0.1013246164192435,0.7591496822266053,4.202649232838487,17.321621440051462,"[0.0001462415643388115, 0.25808718473786946]",372.0,441.0,375.0,336.0,381.0
Burr_III,50,0.09049105533351043,0.7461273666092942,4.180982110667021,17.341693643414775,"[0.3006986514588469, 0.138184229798055]",321.0,504.0,340.0,360.0,381.25
Burr_III,157,0.09004363908901622,0.7857661583151779,4.180087278178032,17.56506754472449,"[0.1542902641670611, 0.06762938965299367]",314.0,344.0,333.0,536.0,381.75
Burr_III,134,0.09243497849433348,0.7796130250117981,4.184869956988667,17.502602656453433,"[0.15520530798049287, 0.06826402063254197]",340.0,358.0,353.0,477.0,382.0
Logistic,50,0.09053433176097767,0.7461273666092942,4.181068663521955,17.34178019626971,"[0.00019573312079330916, 0.26454953743350845]",323.0,504.0,341.0,361.0,382.25
Burr_XII,134,0.09269313689123244,0.7796130250117981,4.1853862737824645,17.503118973247233,"[0.04494166933345425, 4.52286653562215]",343.0,358.0,356.0,478.0,383.75
Burr_XII,157,0.09029257539269647,0.7857661583151779,4.180585150785393,17.56556541733185,"[0.044535465737400054, 4.535434863011684]",317.0,344.0,336.0,538.0,383.75
Burr_III,162,0.08866065210626602,0.7721160651096957,4.177321304212532,17.55826931132862,"[0.15424709815173926, 0.06775539397612382]",303.0,379.0,326.0,531.0,384.75
Gamma,165,0.130533901666463,0.9984709480122324,4.261067803332926,17.692500058429324,"[7.135457130457435e-05, 0.007089310376035179]",460.0,12.0,438.0,635.0,386.25
Exponential,39,0.24565206234722828,0.683668320578589,2.4913041246944565,9.073160829436416,[1.143990976327901],807.0,725.0,8.0,6.0,386.5
Burr_XII,162,0.0888802573516209,0.7721160651096957,4.177760514703242,17.558708521819327,"[0.044538587733184115, 4.53278172585114]",306.0,379.0,329.0,533.0,386.75
Weibull,165,0.13072520757950815,0.9984709480122324,4.2614504151590165,17.692882670255415,"[2.7571226747687514, 0.05455856461213444]",461.0,12.0,439.0,637.0,387.25
Logistic,165,0.13076197656356692,0.9984709480122324,4.261523953127134,17.692956208223535,"[3.8985776641748356e-07, 0.1824933124672077]",462.0,12.0,440.0,638.0,388.0
Weibull,25,0.08697426155258561,0.7055010299285108,4.173948523105171,17.296751415266286,"[2.402116223585187, 0.07804437100215579]",295.0,653.0,321.0,303.0,393.0
Burr_XII,25,0.0870862843104371,0.7055010299285108,4.174172568620874,17.29697546078199,"[0.11983262627341484, 3.431107991048931]",296.0,653.0,322.0,304.0,393.75
Burr_III,25,0.08712064431991258,0.7055010299285108,4.174241288639825,17.29704418080094,"[0.2947708603158942, 0.1399048009666855]",297.0,653.0,323.0,305.0,394.5
Logistic,25,0.0872094936496902,0.7055010299285108,4.17441898729938,17.297221879460494,"[0.00017583465341864307, 0.2593159857739762]",298.0,653.0,324.0,306.0,395.25
Burr_III,145,0.10287000352445122,0.826303317535545,4.205740007048902,17.60276850280212,"[0.15498409646647998, 0.06693802844737919]",376.0,266.0,377.0,563.0,395.5
Burr_III,181,0.08881018909884414,0.7586792452830189,4.177620378197688,17.538284235784523,"[0.15429366224589358, 0.06801082866522616]",305.0,449.0,328.0,504.0,396.5
Burr_XII,145,0.10325363650631426,0.826303317535545,4.206507273012629,17.60353576876585,"[0.04461183483025248, 4.550750046964088]",378.0,266.0,379.0,564.0,396.75
Gamma,27,0.08345133884939755,0.6769874476987447,4.166902677698795,17.283956787517223,"[0.00020543025924541096, 0.010706842660031544]",272.0,728.0,305.0,285.0,397.5
Burr_XII,181,0.08896703655351433,0.7586792452830189,4.1779340731070285,17.538597930693864,"[0.04457033283046519, 4.527675850203944]",307.0,449.0,330.0,505.0,397.75
Weibull,27,0.08366080369648798,0.6769874476987447,4.167321607392976,17.284375717211404,"[2.3635522403251055, 0.08060994303478572]",273.0,728.0,306.0,286.0,398.25
Burr_XII,27,0.08372283840296249,0.6769874476987447,4.167445676805925,17.284499786624355,"[0.12434383147021251, 3.37245841401032]",274.0,728.0,307.0,287.0,399.0
Burr_III,144,0.1195237153635838,0.8507194244604317,4.239047430727168,17.63707667706419,"[0.1559595955592573, 0.06617904574456207]",426.0,168.0,413.0,590.0,399.25
Gamma,191,0.13385626399378442,0.920911528150134,4.267712527987569,17.683339630037345,"[5.689122912905555e-05, 0.006637511990915199]",478.0,52.0,449.0,620.0,399.75
Burr_III,27,0.08374942054869972,0.6769874476987447,4.1674988410974,17.284552950915828,"[0.3017406743459295, 0.14605873937433117]",275.0,728.0,308.0,288.0,399.75
Burr_XII,144,0.12003651546553577,0.8507194244604317,4.240073030931072,17.638102277268093,"[0.04473898981727369, 4.567920096738697]",427.0,168.0,414.0,591.0,400.0
Logistic,27,0.08378595398761798,0.6769874476987447,4.167571907975236,17.284626017793666,"[0.0002678891393136463, 0.2666905560141283]",276.0,728.0,309.0,289.0,400.5
Gamma,49,0.0916428442909577,0.7329143577960986,4.183285688581916,17.352241565025583,"[0.00019606475630725768, 0.010117345529891263]",331.0,557.0,347.0,372.0,401.75
Weibull,191,0.13430139828495624,0.920911528150134,4.268602796569913,17.684229898619687,"[2.8120682618117887, 0.05105221384833424]",483.0,52.0,454.0,621.0,402.5
Weibull,49,0.09205891059226966,0.7329143577960986,4.18411782118454,17.353073697628208,"[2.4158323843144722, 0.07899327659005606]",334.0,557.0,348.0,373.0,403.0
Logistic,191,0.13445276029591843,0.920911528150134,4.2689055205918365,17.684532622641612,"[1.0364290291291895e-07, 0.1713737034482682]",484.0,52.0,455.0,622.0,403.25
Burr_XII,49,0.09214459478087014,0.7329143577960986,4.18428918956174,17.35324506600541,"[0.12164690882016632, 3.449709664639288]",335.0,557.0,349.0,374.0,403.75
Burr_III,136,0.10851819639671928,0.831139240506329,4.217036392793439,17.623053667722335,"[0.1556950470373555, 0.0668484511105696]",399.0,245.0,393.0,579.0,404.0
Burr_III,49,0.0921800768312064,0.7329143577960986,4.184360153662412,17.353316030106082,"[0.30158994668949207, 0.13854369278028258]",336.0,557.0,350.0,375.0,404.5
Logistic,49,0.09223299034720345,0.7329143577960986,4.184465980694407,17.353421857138073,"[0.0001912604709860071, 0.2641310148670624]",338.0,557.0,351.0,376.0,405.5
Burr_XII,136,0.1088863081706582,0.831139240506329,4.217772616341317,17.623789891270214,"[0.04475086115240216, 4.55363693089988]",400.0,245.0,394.0,583.0,405.5
LogNormal,5,0.0742579534596419,0.6192305900982721,4.148515906919283,17.24046589260266,"[2.496372515763207, 4.061272521764864e-10]",219.0,948.0,265.0,201.0,408.25
Burr_XII,5,0.07471467852776555,0.6192305900982721,4.149429357055531,17.24137934273891,"[0.212478962087983, 2.518540575749125]",222.0,948.0,268.0,202.0,410.0
Gamma,48,0.08099745583574844,0.657554379776602,4.1619949116714965,17.30308364549796,"[0.00024156089237510657, 0.0112975120910583]",259.0,772.0,296.0,313.0,410.0
LogNormal,3,0.09035349472649767,0.6698564593301435,4.180706989452995,17.273434126885032,"[2.659996851242834, 2.3656138084878744e-09]",318.0,740.0,337.0,247.0,410.5
Logistic,5,0.07471892962471412,0.6192305900982721,4.149437859249428,17.241387844932806,"[0.037201242986353814, 0.41014826203797505]",223.0,948.0,269.0,203.0,410.75
Weibull,48,0.08118300037776137,0.657554379776602,4.162366000755522,17.303454734581987,"[2.3472490379363697, 0.08259971421303645]",261.0,772.0,297.0,314.0,411.0
Burr_III,5,0.07472072116826564,0.6192305900982721,4.149441442336531,17.24139142801991,"[0.4267904262328993, 0.29445953844807554]",224.0,948.0,270.0,204.0,411.5
Logistic,48,0.08119479161974619,0.657554379776602,4.162389583239492,17.303478317065956,"[0.0002849825167371651, 0.2690449590365073]",262.0,772.0,298.0,315.0,411.75
Burr_XII,48,0.0812002472051569,0.657554379776602,4.1624004944103135,17.303489228236778,"[0.1269424311970557, 3.357204821415294]",263.0,772.0,299.0,316.0,412.5
Exponential,45,0.2891697952057215,0.6920553673130994,2.578339590411443,9.162443487110306,[1.1583955383285813],924.0,704.0,11.0,12.0,412.75
